35	22	5	27	4	12	32	27	14	13	33	16	24	6	12	8	24	7	8	12
25	3	13	35	25	1	29	8	8	35	13	19	15	19	7	5	12	0	9	27
27	16	8	15	0	28	13	9	0	27	21	16	8	33	9	0	24	36	30	22
7	20	5	18	20	23	24	10	25	29	35	8	22	14	20	32	19	2	33	26
19	8	34	30	8	7	12	28	25	14	21	25	33	32	18	6	27	20	6	2
11	35	13	10	30	11	10	34	32	1	2	23	26	8	11	2	2	17	28	29
33	25	11	10	1	13	15	2	16	20	8	25	10	16	36	1	12	26	36	11
26	33	28	7	35	32	11	2	15	11	13	12	10	12	25	26	27	11	27	21
21	19	7	2	20	32	0	18	14	28	29	18	2	8	21	2	28	22	17	22
4	12	22	32	34	30	25	15	4	6	14	15	6	1	19	1	11	5	6	9
25	20	32	28	23	9	2	3	19	5	35	13	26	17	27	8	18	22	22	3
11	16	29	7	7	13	0	22	23	26	29	0	30	16	9	1	16	16	7	5
3	19	19	13	14	16	27	13	3	17	9	4	13	31	0	1	12	8	21	11
3	19	13	34	23	0	9	15	32	32	18	17	16	11	3	18	30	23	36	21
35	3	32	15	22	5	23	0	3	1	16	19	3	5	3	2	23	0	1	33
16	11	31	0	10	20	22	3	16	4	2	4	35	26	19	34	0	13	34	14
8	31	23	35	25	30	33	21	36	16	12	21	26	6	7	33	25	10	17	27
11	17	12	30	20	36	13	27	36	4	7	19	2	34	12	10	8	14	35	15
24	9	32	12	7	16	31	3	24	10	1	19	10	36	4	14	26	31	4	9
33	31	21	22	20	21	18	32	27	28	11	13	20	23	1	5	12	7	34	2
27	25	33	33	12	10	1	7	11	4	22	10	28	13	1	10	3	35	36	35
8	6	16	29	22	16	23	21	36	18	7	29	12	21	13	18	32	12	8	1
22	10	15	15	10	27	22	13	8	10	15	1	10	5	15	27	11	23	18	0
29	18	15	18	10	22	26	1	24	1	33	32	25	13	0	19	34	30	9	16
15	33	0	18	12	19	7	13	27	33	28	1	17	21	7	13	5	33	0	36
11	25	31	25	16	15	23	3	32	30	3	21	0	1	31	33	22	34	29	7
25	2	5	7	11	3	17	29	28	32	35	25	11	21	33	32	32	8	14	28
13	27	21	29	14	0	21	0	35	2	22	29	9	22	15	34	11	32	33	18
10	30	5	20	11	8	21	28	4	13	14	5	14	34	13	0	30	3	31	1
28	35	33	28	20	30	32	29	20	29	21	32	20	25	12	6	10	22	1	1
0	33	14	2	6	18	10	5	26	14	32	12	11	11	10	12	30	24	31	19
35	13	3	29	0	26	14	14	30	29	28	29	28	31	24	19	26	18	8	27
7	22	6	6	23	36	9	9	12	36	16	19	4	19	28	36	6	23	10	6
12	20	26	19	14	13	8	28	14	26	33	3	5	0	5	19	6	20	19	14
22	28	14	10	2	33	6	18	0	3	13	25	34	19	32	14	20	6	1	3
0	34	20	12	17	11	34	18	9	15	8	28	15	13	36	22	21	20	17	24
34	33	14	3	15	29	17	14	13	10	29	20	22	31	24	22	2	26	24	18
24	19	22	1	19	5	31	36	32	7	35	9	14	4	25	20	27	33	29	31
30	21	3	26	34	10	25	19	12	22	3	35	18	19	31	4	11	23	0	16
10	31	13	14	33	4	15	29	30	34	31	3	17	18	30	8	12	17	9	3
8	27	29	12	15	3	10	5	4	31	5	22	16	36	13	17	6	35	26	6
1	0	30	9	24	16	13	36	16	17	10	29	31	31	14	33	15	13	15	0
32	12	0	35	31	23	30	35	36	31	24	7	27	28	19	17	34	22	27	30
7	26	7	21	10	16	15	33	34	15	19	26	13	4	26	7	31	31	31	26
10	30	10	3	7	3	27	10	5	8	34	29	16	32	13	18	33	1	7	6
22	2	1	33	35	12	8	25	3	19	23	7	11	20	19	29	31	31	32	29
10	31	3	22	26	2	14	28	6	0	22	30	4	29	11	26	28	8	25	25
23	2	1	29	20	0	24	15	28	7	34	27	13	28	8	21	33	26	15	22
32	34	29	10	5	3	24	26	3	28	20	24	32	11	20	9	28	16	11	36
12	23	24	11	22	23	3	0	26	34	5	33	16	15	27	19	32	19	8	18
30	4	10	27	33	16	4	25	3	3	6	20	32	17	21	8	17	23	14	27
31	11	17	33	31	10	23	24	8	10	28	0	29	0	9	12	1	4	11	8
3	27	14	20	1	22	33	4	9	16	26	6	19	18	8	10	13	23	4	9
20	5	7	10	18	2	27	2	35	2	5	8	33	15	8	32	23	30	7	1
28	35	5	36	17	27	1	18	8	12	17	23	9	6	4	31	9	23	7	20
34	0	26	9	19	0	5	4	12	26	3	22	17	14	18	16	23	12	33	32
24	2	10	16	23	7	16	27	4	13	18	33	2	27	27	6	5	36	3	16
26	11	5	21	32	16	15	9	25	36	33	26	11	23	8	24	21	26	9	28
1	36	36	3	14	18	30	33	19	16	7	15	18	29	8	36	24	20	7	23
5	2	20	7	3	11	15	14	13	20	3	21	6	29	5	2	33	21	0	11
21	30	36	30	31	2	34	11	36	21	24	12	21	33	1	15	13	26	11	26
34	6	22	19	28	7	9	31	33	31	2	19	19	26	0	30	32	10	20	15
7	28	14	25	25	35	20	29	18	0	34	2	18	35	5	5	35	7	26	7
35	27	33	15	12	14	26	17	1	11	18	3	18	7	32	12	36	1	29	20
7	4	31	5	19	32	6	10	0	28	23	15	23	35	11	12	20	32	12	1
36	36	13	21	17	35	6	2	32	25	30	22	22	7	9	8	12	4	7	13
17	32	3	14	7	3	30	7	34	34	23	18	4	10	33	30	29	29	0	8
26	17	24	25	26	20	0	1	28	10	19	27	34	12	34	33	15	12	21	4
3	30	28	22	28	23	30	22	10	30	13	9	28	18	9	12	26	31	31	19
28	35	4	29	9	16	26	29	26	16	3	23	15	21	13	9	10	30	31	29
26	26	23	26	4	16	10	16	31	14	3	27	25	16	14	22	4	31	26	20
25	6	9	4	32	22	22	23	31	9	26	34	36	6	13	7	0	2	17	5
20	32	11	35	36	18	8	31	7	0	1	36	9	10	18	32	22	20	22	22
6	35	25	26	11	33	3	2	22	18	11	8	16	20	19	18	36	17	12	30
18	15	8	22	29	22	3	13	8	9	12	3	26	33	28	12	34	11	4	35
9	29	30	11	27	22	21	0	5	22	27	25	20	32	16	11	7	22	18	20
10	22	4	36	12	2	20	9	21	4	6	10	13	16	34	31	20	32	17	6
29	3	10	7	15	29	30	23	29	4	30	12	23	21	25	23	15	35	14	27
21	29	19	1	1	17	8	13	28	0	5	4	35	26	6	0	31	20	13	23
18	33	3	22	21	1	1	10	20	31	27	24	12	21	33	10	24	35	16	3
1	1	17	25	30	1	4	30	6	8	2	12	27	33	20	34	11	26	0	33
9	12	17	36	14	2	4	30	13	1	24	17	9	27	20	32	0	22	4	8
6	23	36	9	0	13	8	29	34	24	4	20	3	19	24	32	26	10	29	22
9	20	21	8	25	22	29	21	17	17	18	16	17	30	35	25	33	35	36	27
26	16	2	15	15	7	32	34	14	11	28	14	14	18	36	0	8	36	22	20
18	28	28	30	13	13	28	0	8	3	22	25	6	10	24	21	3	27	29	24
10	13	22	36	0	6	8	9	9	3	26	15	19	15	32	19	4	23	5	23
2	34	3	17	21	12	32	31	16	9	28	12	28	5	14	28	18	3	2	35
26	35	16	35	16	19	6	32	34	0	33	13	21	35	14	13	27	4	17	22
35	29	4	0	20	17	30	36	16	29	14	13	1	29	35	23	23	10	20	17
36	21	29	20	21	15	2	4	11	5	35	26	8	0	9	20	5	12	21	6
20	33	20	6	6	16	0	12	6	12	21	33	32	7	32	4	16	36	5	33
19	7	25	21	17	21	8	18	26	5	2	21	25	35	3	22	36	13	36	10
6	9	30	27	17	7	32	11	16	28	17	13	15	26	2	3	14	36	19	3
15	10	10	34	9	8	29	33	25	32	36	20	12	23	33	33	25	21	18	21
18	17	22	35	8	5	8	15	19	7	36	3	23	35	33	1	22	4	3	35
27	13	28	22	11	30	13	3	0	33	4	30	3	17	8	29	15	11	27	15
3	14	25	32	33	19	2	18	17	20	11	28	35	34	11	3	4	9	8	30
31	3	2	8	31	28	15	34	1	8	16	25	36	8	12	2	21	36	31	5
16	26	13	30	14	23	35	19	13	2	26	18	21	25	24	16	10	21	0	4
7	10	8	28	26	31	29	23	14	18	26	2	15	28	25	12	4	32	33	2
5	21	13	8	27	18	34	12	35	15	16	25	14	23	19	10	29	19	9	8
15	25	31	33	2	12	9	35	21	29	3	24	22	36	16	32	0	17	15	0
0	10	1	12	1	17	13	24	7	8	16	13	35	4	28	31	17	34	27	24
26	25	0	32	21	19	25	18	23	2	22	6	7	33	23	22	14	18	13	18
10	30	5	6	29	29	33	20	25	0	1	6	32	35	27	17	31	13	6	28
7	19	21	3	16	30	31	7	6	6	16	6	3	31	18	12	17	5	33	0
16	6	24	1	26	29	29	17	23	20	21	19	20	13	19	28	15	1	1	29
23	5	34	30	1	8	25	14	3	21	32	15	23	6	35	5	29	28	27	20
23	9	10	21	9	11	2	13	11	3	25	1	23	28	25	36	8	20	15	34
31	12	35	16	9	23	34	25	18	5	27	25	17	2	2	30	19	21	30	11
9	9	11	14	24	27	13	2	15	8	32	18	12	29	30	9	1	34	31	21
31	9	24	13	21	12	19	15	17	33	35	9	21	5	35	5	0	29	12	10
1	28	23	13	30	2	25	19	24	19	12	14	21	34	13	36	27	15	1	7
10	35	13	31	2	24	4	36	1	2	30	7	28	14	11	33	12	35	9	17
0	30	4	9	21	3	26	17	2	21	5	20	8	13	16	6	36	14	27	35
9	27	0	18	14	1	32	17	13	8	20	16	15	2	3	30	1	32	14	27
29	34	33	35	31	9	23	0	27	17	28	7	0	19	8	0	2	19	29	23
33	29	1	36	34	17	7	5	10	5	24	24	17	5	10	14	21	29	8	34
9	7	2	19	30	11	8	34	0	7	30	24	28	35	26	16	5	21	11	27
16	25	2	26	4	18	16	25	11	8	9	3	15	32	21	3	5	20	4	3
17	3	23	28	17	32	12	16	6	11	28	5	21	25	14	20	21	31	19	18
0	6	18	26	19	8	1	23	0	24	0	10	9	32	27	35	32	23	36	32
36	24	26	28	21	2	27	20	25	10	16	23	21	16	0	2	35	20	9	8
10	26	17	7	4	26	1	0	18	33	13	25	35	8	2	13	21	20	22	34
24	2	7	1	30	36	4	2	19	10	11	30	3	27	29	24	32	19	17	12
20	24	11	27	36	28	22	4	10	14	29	5	4	7	27	32	0	0	31	24
24	31	4	30	13	13	9	1	24	3	23	11	18	30	19	10	35	35	7	21
3	9	15	18	22	20	25	9	34	20	12	30	12	0	7	19	29	11	11	15
19	26	1	23	29	35	15	11	11	32	35	19	30	2	34	3	0	14	16	8
26	33	2	4	35	4	36	17	33	27	28	0	26	16	28	22	7	0	36	32
7	2	23	13	21	3	0	20	24	1	19	2	18	2	3	36	32	16	0	35
9	25	0	12	18	0	32	14	30	18	2	15	33	15	1	9	14	25	35	12
36	13	1	0	0	4	4	21	19	20	22	11	11	33	35	13	24	16	33	27
23	31	13	33	6	3	33	28	10	35	1	16	9	32	0	16	36	0	29	31
16	17	3	14	34	16	2	19	33	27	16	6	33	32	11	23	29	23	1	12
34	19	32	30	15	24	19	19	2	13	34	23	6	14	33	11	0	15	34	31
9	11	23	23	17	15	10	16	32	22	6	29	28	6	30	29	5	14	21	33
26	11	36	2	29	27	36	7	33	34	32	30	35	32	32	10	8	28	32	21
9	5	18	5	10	27	5	8	24	28	27	25	8	25	23	25	15	34	28	13
6	28	20	13	25	26	16	25	12	22	35	9	18	18	29	5	26	29	14	10
27	10	2	22	6	34	36	26	9	31	33	21	8	24	8	14	25	13	6	22
32	19	17	4	24	14	34	22	12	34	21	13	28	33	19	28	18	31	0	8
1	32	18	15	1	35	12	36	35	35	34	3	2	10	3	14	19	12	6	29
18	20	25	11	25	2	7	2	35	29	8	4	0	35	5	34	14	11	14	21
9	1	29	0	9	33	29	30	33	34	34	32	5	17	1	31	24	0	27	26
24	19	18	16	30	26	6	17	13	24	16	5	10	7	5	30	13	18	26	5
26	5	1	2	19	2	7	25	22	8	24	16	6	22	13	9	4	28	13	17
21	18	4	20	21	33	4	7	29	3	23	8	35	20	33	33	7	24	1	3
17	4	19	18	17	14	36	22	21	17	5	1	18	21	1	1	8	9	25	9
29	32	12	4	18	14	30	20	4	2	2	19	0	2	12	15	2	3	14	29
21	30	24	36	2	27	25	13	25	1	5	9	13	19	16	26	10	11	23	24
30	22	12	15	21	6	7	34	19	26	1	16	12	5	15	12	2	31	28	10
7	17	33	16	20	3	20	12	26	11	10	14	8	31	25	27	31	9	28	2
19	1	20	18	28	20	21	24	20	5	15	36	28	22	10	18	4	0	10	29
35	14	7	8	6	16	31	30	29	1	29	34	34	6	1	18	8	8	35	0
18	8	8	16	21	6	2	2	29	7	8	20	18	6	31	15	32	17	17	18
34	0	36	27	4	23	2	15	8	21	32	30	8	31	8	0	20	7	16	29
18	0	11	26	23	36	11	5	8	32	16	26	1	25	7	32	15	14	14	4
12	3	5	25	7	5	17	12	3	13	3	19	0	30	13	29	8	3	25	26
32	5	28	10	14	7	15	31	20	13	22	36	0	3	0	19	16	22	33	13
4	34	11	13	3	9	35	29	25	17	15	1	25	33	0	19	20	18	24	11
21	28	26	9	32	29	3	29	22	1	34	36	14	8	36	27	25	21	8	5
11	3	26	20	8	9	29	29	20	19	35	24	4	19	12	15	28	0	23	2
35	9	31	2	24	36	24	30	27	23	32	17	11	24	35	22	32	32	35	10
22	32	17	26	5	19	13	16	14	2	20	34	29	28	17	18	0	30	22	8
0	1	9	31	15	5	34	29	34	13	0	26	1	4	12	12	0	10	5	32
13	24	32	7	9	8	15	14	0	4	20	15	9	11	18	9	30	7	25	8
1	5	16	34	20	14	1	9	30	14	28	19	23	31	32	12	7	12	6	21
25	14	1	24	3	14	13	4	22	19	20	30	1	26	35	25	36	16	2	20
3	36	7	18	35	5	22	14	12	36	23	9	7	9	36	36	14	30	17	13
27	35	13	32	22	26	28	3	24	12	10	22	35	28	13	30	14	2	36	11
17	9	29	5	4	26	5	8	15	24	31	4	7	28	14	21	30	18	26	6
24	3	33	13	8	32	24	12	25	0	22	27	33	36	20	20	5	26	26	28
0	15	13	3	22	32	8	26	14	1	26	4	24	3	4	8	33	17	8	34
15	5	11	15	17	32	10	12	6	15	34	12	29	0	4	3	23	0	26	11
16	31	12	0	2	0	36	29	4	9	12	8	29	8	10	34	15	16	25	0
